,Anime Title,Score_reference,Score_reference2,Type,Episodes,Aired,Producers,Studios,Source,Genres,Score,Members,Favorites,Fav%,Source_reference,genre_reference_1,genre_reference_2,Season,Manga_score,Age
1751,Groove Adventure Rave,Medium,Bad,TV,51,"Oct 13, 2001 to Sep 28, 2002","TBS, Kodansha",Studio Deen,Manga,"Adventure, Comedy, Fantasy, Romance, Shounen",7.28,81954,375,0.458,0,3,4,4,7.35,19
1752,H2,Medium,Bad,TV,41,"Jun 1, 1995 to Mar 21, 1996",Asahi Broadcasting,Production Reed,Manga,"Comedy, Sports, Romance, Shounen",7.28,7482,22,0.294,0,4,23,2,8.19,25
1753,High School! Kimengumi,Medium,Bad,TV,86,"Oct 20, 1985 to Oct 3, 1987","Studio Comet, Tsuchida Productions",,Manga,"Comedy, Parody, Romance, School, Shounen",7.28,2654,21,0.791,0,4,12,4,7.98,35
1758,Kono Bijutsubu ni wa Mondai ga Aru!,Medium,Bad,TV,12,"Jul 8, 2016 to Sep 23, 2016","TBS, DAX Production, ASCII Media Works, King Records",feel.,Manga,"Comedy, Romance, School, Seinen",7.28,201081,543,0.27,0,4,20,3,7.92,4
1784,Kiniro Mosaic,Medium,Bad,TV,12,"Jul 6, 2013 to Sep 21, 2013","Media Factory, Showgate",Studio Gokumi,4-koma manga,"Slice of Life, Comedy, School, Seinen",7.27,149213,879,0.589,0,18,4,3,6.92,7
1789,Mazinger Z,Medium,Bad,TV,92,"Dec 3, 1972 to Sep 1, 1974",Dynamic Planning,Toei Animation,Manga,"Action, Drama, Mecha, Sci-Fi, Shounen",7.27,12265,98,0.799,0,1,5,4,7.25,48
1790,Mix,Medium,Bad,TV,24,"Apr 6, 2019 to Sep 28, 2019","Shogakukan-Shueisha Productions, YTV",OLM,Manga,"Drama, Romance, School, Shounen, Sports",7.27,16241,47,0.289,0,5,20,2,6.72,1
1795,Petshop of Horrors,Medium,Bad,TV,4,"Mar 2, 1999 to Mar 23, 1999","Trans Arts, TBS",Madhouse,Manga,"Horror, Josei, Mystery, Supernatural",7.27,49311,324,0.657,0,29,27,1,8.28,21
1803,Spiral: Suiri no Kizuna,Medium,Bad,TV,25,"Oct 1, 2002 to Mar 25, 2003","TV Tokyo, Aniplex, Sotsu, SME Visual Works",J.C.Staff,Manga,"Drama, Mystery, Shounen",7.27,46131,322,0.698,0,5,15,4,7.96,18
1806,Tiger Mask,Medium,Bad,TV,105,"Oct 2, 1969 to Sep 30, 1971",,Toei Animation,Manga,"Action, Drama, Shounen, Sports",7.27,7547,55,0.729,0,1,5,4,6.84,51
1808,Uragiri wa Boku no Namae wo Shitteiru,Medium,Bad,TV,24,"Apr 12, 2010 to Sep 20, 2010",,J.C.Staff,Manga,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",7.27,80058,1006,1.257,0,3,5,2,7.6,10
1825,Fate/kaleid liner Prisma☆Illya 2wei Herz!,Medium,Bad,TV,10,"Jul 25, 2015 to Sep 26, 2015","Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx, Tokyo MX, Kadokawa Media House",Silver Link.,Manga,"Action, Slice of Life, Comedy, Magic, Fantasy",7.26,101514,218,0.215,0,1,18,3,7.11,5
1826,Ginga e Kickoff!!,Medium,Bad,TV,39,"Mar 26, 2012 to Feb 26, 2013","NHK, Nihon Ad Systems",TYO Animations,Novel,"Sports, Shounen",7.26,19559,89,0.455,0,23,8,1,7.66,8
1831,Hyakko,Medium,Bad,TV,13,"Oct 2, 2008 to Dec 25, 2008",Flex Comix,Nippon Animation,Manga,"Comedy, School, Slice of Life",7.26,39994,116,0.29,0,4,24,4,7.9,12
1833,Jyu Oh Sei,Medium,Bad,TV,11,"Apr 14, 2006 to Jun 23, 2006","Dentsu, SKY Perfect Well Think, Fuji TV, Asmik Ace, Sony Music Entertainment",Bones,Manga,"Action, Sci-Fi, Adventure, Mystery, Drama, Shoujo",7.26,61547,370,0.601,0,1,10,2,7.42,14
1834,Kaidan Restaurant,Medium,Bad,TV,23,"Oct 13, 2009 to Jun 8, 2010",TV Asahi,Toei Animation,Picture book,"Horror, Kids, Mystery, Supernatural",7.26,13409,45,0.336,0,29,36,4,8.12,11
1835,Kidou Tenshi Angelic Layer,Medium,Bad,TV,26,"Apr 1, 2001 to Sep 23, 2001",TV Tokyo Music,Bones,Manga,"Sci-Fi, Comedy, Sports, Drama, Shounen",7.26,50090,281,0.561,0,10,4,2,7.12,19
1837,Koukaku Kidoutai Arise: Alternative Architecture,Medium,Bad,TV,10,"Apr 5, 2015 to Jun 14, 2015",TOHO animation,Production I.G,Manga,"Sci-Fi, Police, Psychological, Mecha",7.26,36297,45,0.124,0,10,30,2,8.0,5
1840,Kyoushoku Soukou Guyver (2005),Medium,Bad,TV,26,"Aug 6, 2005 to Feb 18, 2006",Imagine,OLM,Manga,"Adventure, Sci-Fi, Shounen",7.26,17938,154,0.859,0,3,10,3,7.74,15
1844,Nazo no Kanojo X,Medium,Bad,TV,13,"Apr 8, 2012 to Jul 1, 2012","Starchild Records, Kodansha, Yomiuri Advertising, Atelier Musa",Hoods Entertainment,Manga,"Romance, School, Seinen",7.26,190449,1733,0.91,0,20,24,2,7.73,8
1846,07-Ghost,Medium,Bad,TV,25,"Apr 7, 2009 to Sep 22, 2009",Ichijinsha,Studio Deen,Manga,"Action, Demons, Fantasy, Josei, Magic, Military",7.25,178362,2249,1.261,0,1,31,2,8.24,11
1857,Gegege no Kitarou (2018),Medium,Bad,TV,97,"Apr 1, 2018 to Mar 29, 2020","Yomiko Advertising, Fuji TV",Toei Animation,Manga,"Comedy, Demons, Supernatural, Shounen",7.25,38566,109,0.283,0,4,31,2,7.27,2
1872,Shikabane Hime: Aka,Medium,Bad,TV,13,"Oct 2, 2008 to Dec 25, 2008","Square Enix, Starchild Records","Gainax,       feel.",Manga,"Action, Horror, Supernatural, Shounen",7.25,102691,235,0.229,0,1,29,4,6.94,12
1877,Vampire Knight: Guilty,Medium,Bad,TV,13,"Oct 7, 2008 to Dec 30, 2008","TV Tokyo, Aniplex",Studio Deen,Manga,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",7.25,291265,3315,1.138,0,5,15,4,7.6,12
1879,Young Black Jack,Medium,Bad,TV,12,"Oct 2, 2015 to Dec 18, 2015","TBS, Grooove, Being",Tezuka Productions,Manga,"Historical, Drama, Seinen",7.25,68847,140,0.203,0,11,5,4,7.81,5
1884,Ou Dorobou Jing,Medium,Bad,TV,13,"May 15, 2002 to Aug 14, 2002",Aniplex,Studio Deen,Manga,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",7.24,32350,206,0.637,0,3,4,2,7.38,18
1888,Suzuka,Medium,Bad,TV,26,"Jul 7, 2005 to Dec 29, 2005","Marvelous, Starchild Records, Studio Jack",Studio Comet,Manga,"Sports, Drama, Romance, Shounen",7.24,97136,680,0.7,0,23,5,3,7.88,15
1894,Area no Kishi,Medium,Bad,TV,37,"Jan 7, 2012 to Sep 29, 2012","TV Asahi, Imagine",Shin-Ei Animation,Manga,"Comedy, School, Shounen, Sports",7.24,57993,232,0.4,0,4,24,1,7.53,8
1895,Ayashi no Ceres,Medium,Bad,TV,24,"Apr 20, 2000 to Sep 28, 2000",Bandai Visual,Studio Pierrot,Manga,"Adventure, Comedy, Horror, Psychological, Supernatural, Drama, Romance, Shoujo",7.24,51610,531,1.029,0,3,4,2,7.86,20
1898,Deadman Wonderland,Medium,Bad,TV,12,"Apr 17, 2011 to Jul 3, 2011","Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, AMG MUSIC",Manglobe,Manga,"Action, Horror, Sci-Fi, Shounen, Supernatural",7.24,890855,6092,0.684,0,1,29,2,6.53,9
1910,Kotoura-san,Medium,Bad,TV,12,"Jan 11, 2013 to Mar 29, 2013","AIC, CBC, KlockWorx, flying DOG",AIC Classic,4-koma manga,"Comedy, Drama, Romance, School",7.24,249704,989,0.396,0,4,5,1,7.48,7
1917,Miracle Giants Doumu-kun,Medium,Bad,TV,49,"Apr 2, 1989 to Mar 25, 1990","Gallop, Yomiko Advertising",,Manga,Sports,7.24,1251,4,0.32,0,23,0,2,7.01,31
1921,Atashin'chi,Medium,Bad,TV,330,"Apr 19, 2002 to Sep 19, 2009","TV Asahi, Yumeta Company",Shin-Ei Animation,Manga,"Comedy, Slice of Life",7.23,3142,32,1.018,0,4,18,2,7.28,18
1925,Dimension W,Medium,Bad,TV,12,"Jan 10, 2016 to Mar 27, 2016","Bandai Visual, Square Enix, Lantis, Tokyo MX, Good Smile Company, Q-Tec, I Will","Orange,       Studio 3Hz",Manga,"Action, Sci-Fi, Seinen",7.23,244616,776,0.317,0,1,10,1,6.6,4
1927,Dragon Quest: Dai no Daibouken (2020),Medium,Bad,TV,Unknown,"Oct 3, 2020 to ?","TV Tokyo, Square Enix, Shueisha",Toei Animation,Manga,"Action, Adventure, Fantasy, Shounen",7.23,27920,922,3.302,0,1,3,4,7.95,0
1932,Ginga Densetsu Weed,Medium,Bad,TV,26,"Nov 3, 2005 to May 11, 2006","Nihon Ad Systems, SKY Perfect Well Think",Studio Deen,Manga,"Adventure, Drama, Shounen",7.23,11869,259,2.182,0,3,5,4,7.98,15
1934,"Inari, Konkon, Koi Iroha.",Medium,Bad,TV,10,"Jan 16, 2014 to Mar 20, 2014","DAX Production, flying DOG",Production IMS,Manga,"Comedy, Romance, School, Seinen, Supernatural",7.23,119380,282,0.236,0,4,20,1,6.61,6
1936,Joukamachi no Dandelion,Medium,Bad,TV,12,"Jul 3, 2015 to Sep 18, 2015","Pony Canyon, TBS, DAX Production, Houbunsha, TC Entertainment, Docomo Anime Store, Nichion",Production IMS,4-koma manga,"Slice of Life, Comedy, Super Power, Seinen",7.23,127542,357,0.28,0,18,4,3,7.02,5
1937,Kaitou Joker 2nd Season,Medium,Bad,TV,13,"Apr 6, 2015 to Jun 29, 2015",Asatsu DK,Shin-Ei Animation,Manga,"Adventure, Comedy, Mystery, Shounen",7.23,4725,18,0.381,0,3,4,2,6.97,5
1939,Kinnikuman,Medium,Bad,TV,137,"Apr 3, 1983 to Oct 1, 1986",Nippon Television Network,Toei Animation,Manga,"Adventure, Comedy, Sports, Shounen",7.23,8025,59,0.735,0,3,4,2,7.0,37
1941,Kyou no 5 no 2 (TV),Medium,Bad,TV,13,"Oct 6, 2008 to Dec 29, 2008","Starchild Records, TV Tokyo Music",Xebec,Manga,"Comedy, Ecchi, School, Seinen",7.23,30973,42,0.136,0,4,35,4,7.14,12
1951,Saiyuuki Reload Blast,Medium,Bad,TV,12,"Jul 5, 2017 to Sep 20, 2017","Studio Pierrot, Dentsu, Frontier Works, Lantis, Media Factory, AT-X, Ichijinsha",Platinum Vision,Manga,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",7.23,32051,176,0.549,0,1,3,3,8.02,3
1954,Sola,Medium,Bad,TV,13,"Apr 7, 2007 to Jun 30, 2007",Lantis,Nomad,Manga,"Drama, Romance, Slice of Life, Supernatural",7.23,89434,427,0.477,0,5,20,2,8.09,13
1955,Tactics,Medium,Bad,TV,25,"Oct 6, 2004 to Mar 30, 2005","Studio Izena, MediaNet",Studio Deen,Manga,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",7.23,35890,181,0.504,0,15,4,4,7.36,16
1968,Taiho Shichau zo: Full Throttle,Medium,Bad,TV,23,"Oct 5, 2007 to Mar 28, 2008",TBS,Studio Deen,Manga,"Action, Comedy, Police, Shounen",7.22,7674,5,0.065,0,1,4,4,7.04,13
1981,Denki-gai no Honya-san,Medium,Bad,TV,12,"Oct 2, 2014 to Dec 18, 2014","Sotsu, Pony Canyon, DAX Production, Comic Umenohone, Mobcast",Shin-Ei Animation,Manga,"Comedy, Seinen, Slice of Life",7.22,105394,256,0.243,0,4,17,4,7.73,6
1994,Moyashimon Returns,Medium,Bad,TV,11,"Jul 6, 2012 to Sep 14, 2012","Aniplex, Dentsu, Kodansha, Fuji TV","Telecom Animation Film,       Shirogumi",Manga,"Comedy, Supernatural, School, Seinen",7.22,21858,15,0.069,0,4,19,3,7.57,8
2001,D.N.Angel,Medium,Bad,TV,26,"Apr 3, 2003 to Sep 25, 2003",Kadokawa Shoten,Xebec,Manga,"Action, Comedy, Magic, Romance, Fantasy, School, Shoujo",7.21,163979,1503,0.917,0,1,4,2,6.35,17
2002,Days (TV),Medium,Bad,TV,24,"Jul 2, 2016 to Dec 18, 2016","Dentsu, Animax, Mainichi Broadcasting System, Pony Canyon, Kodansha, Tokyo MX, Lawson HMV Entertainment, BS11, Animatic, Techno Sound",MAPPA,Manga,"Sports, School, Shounen",7.21,104237,390,0.374,0,23,24,3,7.56,4
2009,Ganbarist! Shun,Medium,Bad,TV,30,"Jul 1, 1996 to Mar 10, 1997",Yomiuri Telecasting,Sunrise,Manga,"Comedy, Shounen, Sports",7.21,2705,13,0.481,0,4,8,3,7.48,24
2019,Kujira no Kora wa Sajou ni Utau,Medium,Bad,TV,12,"Oct 8, 2017 to Dec 24, 2017","Bandai Visual, Lantis, Magic Capsule, Hakuhodo DY Music & Pictures, Akita Shoten, Sony PCL, Contents Seed",J.C.Staff,Manga,"Mystery, Super Power, Drama, Fantasy, Shoujo",7.21,153472,661,0.431,0,15,14,4,7.29,3
2025,Mouryou no Hako,Medium,Bad,TV,13,"Oct 8, 2008 to Dec 31, 2008","VAP, Kadokawa Shoten, Nippon Television Network",Madhouse,Novel,"Mystery, Psychological, Supernatural, Thriller, Seinen",7.21,51580,218,0.423,0,15,26,4,8.12,12
2026,Nyan Koi!,Medium,Bad,TV,12,"Oct 2, 2009 to Dec 18, 2009","Pony Canyon, TBS, Movic, Flex Comix",AIC,Manga,"Harem, Comedy, Romance",7.21,216740,615,0.284,0,39,4,4,7.01,11
2034,Rumiko Takahashi Anthology,Medium,Bad,TV,13,"Jul 6, 2003 to Sep 28, 2003",Tokyo Movie Shinsha,,Manga,"Comedy, Drama, Romance, Shounen, Slice of Life, Supernatural",7.21,5557,4,0.072,0,4,5,3,6.5,17
2037,Shin Shirayuki-hime Densetsu Prétear,Medium,Bad,TV,13,"Apr 4, 2001 to Jun 27, 2001","Kadokawa Shoten, Rondo Robe",Hal Film Maker,Manga,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",7.21,52030,445,0.855,0,4,5,2,7.32,19
2047,Yu☆Gi☆Oh!,Medium,Bad,TV,27,"Apr 4, 1998 to Oct 10, 1998",Nihon Ad Systems,Toei Animation,Manga,"Action, Game, Comedy, Fantasy, Shounen",7.21,168871,1051,0.622,0,1,16,2,7.64,22
2051,Ookami Shoujo to Kuro Ouji,Medium,Bad,TV,12,"Oct 5, 2014 to Dec 21, 2014","VAP, Yomiuri Telecasting, Nippon Television Network",TYO Animations,Manga,"Comedy, Romance, School, Shoujo",7.2,313455,1631,0.52,0,4,20,4,6.69,6
2065,Trinity Seven,Medium,Bad,TV,12,"Oct 8, 2014 to Dec 24, 2014","TV Tokyo, Sotsu, Plum, Kadokawa Shoten, AT-X, Studio Mausu, Avex Pictures, Q-Tec, Docomo Anime Store, DeNA",Seven Arcs Pictures,Manga,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen",7.2,561553,3349,0.596,0,1,39,4,7.42,6
2070,Dokidoki♡Densetsu: Mahoujin Guruguru,Medium,Bad,TV,38,"Apr 4, 2000 to Dec 26, 2000","TV Tokyo, Sotsu",Nippon Animation,Manga,"Adventure, Comedy, Magic, Fantasy, Shounen",7.2,3198,9,0.281,0,3,4,2,7.47,20
2077,Himouto! Umaru-chan,Medium,Bad,TV,12,"Jul 9, 2015 to Sep 24, 2015","AT-X, TOHO animation, Good Smile Company, Shueisha, BS11, Jinnan Studio, RAY",Doga Kobo,Manga,"Comedy, School, Seinen, Slice of Life",7.2,451251,3775,0.837,0,4,24,3,7.1,5
2080,Kaitou Joker 3rd Season,Medium,Bad,TV,13,"Apr 4, 2016 to Jun 27, 2016","Vega Entertainment, Asatsu DK, Kids Station, Half H.P Studio, Tokyo MX",Shin-Ei Animation,Manga,"Adventure, Comedy, Mystery, Shounen",7.2,3712,17,0.458,0,3,4,2,6.97,4
2083,Kyoukai no Rinne (TV) 2nd Season,Medium,Bad,TV,25,"Apr 9, 2016 to Sep 24, 2016","Shogakukan-Shueisha Productions, NHK, Shogakukan",Brain's Base,Manga,"Comedy, Supernatural, Romance, School, Shounen",7.2,28703,32,0.111,0,4,19,2,6.97,4
2088,Mangaka-san to Assistant-san to The Animation,Medium,Bad,TV,12,"Apr 8, 2014 to Jun 24, 2014","Lantis, Magic Capsule, Showgate",Zexcs,4-koma manga,"Harem, Slice of Life, Comedy, Ecchi, Seinen",7.2,211870,399,0.188,0,39,18,2,7.52,6
2092,Aoharu x Kikanjuu,Medium,Bad,TV,12,"Jul 3, 2015 to Sep 18, 2015","TBS, DAX Production, chara-ani.com, Sony Music Communications, King Records, NichiNare",Brain's Base,Manga,"Action, Comedy, Sports, Shounen",7.19,177401,1264,0.713,0,1,4,3,6.95,5
2096,Chibi Maruko-chan (1995),Medium,Bad,TV,Unknown,"Jan 8, 1995 to ?",Sakura Production,Nippon Animation,Manga,"Slice of Life, Comedy, Kids, School",7.19,2838,24,0.846,0,18,4,1,6.78,25
2103,GS Mikami,Medium,Bad,TV,45,"Apr 11, 1993 to Mar 6, 1994",,Toei Animation,Manga,"Comedy, Supernatural",7.19,9477,32,0.338,0,4,19,2,7.3,27
2108,Mahoromatic: Automatic Maiden,Medium,Bad,TV,12,"Oct 5, 2001 to Dec 28, 2001","TBS, Pioneer LDC","Gainax,       Shaft",Manga,"Comedy, Ecchi, Military, Romance, Sci-Fi",7.19,52247,194,0.371,0,4,35,4,7.43,19
2112,Pumpkin Scissors,Medium,Bad,TV,24,"Oct 3, 2006 to Mar 18, 2007","GDH, Sotsu Music Publishing","Gonzo,       AIC",Manga,"Action, Comedy, Drama, Military",7.19,34843,116,0.333,0,1,4,4,7.55,14
2117,Shin Taketori Monogatari: 1000-nen Joou,Medium,Bad,TV,42,"Apr 16, 1981 to Mar 25, 1982",Fuji TV,Toei Animation,Manga,"Sci-Fi, Mystery, Drama",7.19,3864,24,0.621,0,10,15,2,7.81,39
2120,The God of High School,Medium,Bad,TV,13,"Jul 6, 2020 to Sep 28, 2020","Sola Entertainment, Naver Webtoons",MAPPA,Web manga,"Action, Sci-Fi, Adventure, Comedy, Supernatural, Martial Arts, Fantasy",7.19,379241,2590,0.683,0,1,10,3,6.79,0
2123,Ultra Maniac,Medium,Bad,TV,26,"May 20, 2003 to Nov 11, 2003","WAO World, Studio Jack",Production Reed,Manga,"Comedy, Magic, Romance, School, Shoujo",7.19,26994,134,0.496,0,4,6,2,6.87,17
2126,Saishuu Heiki Kanojo,Medium,Bad,TV,13,"Jul 2, 2002 to Sep 24, 2002","Toei Video, Toshiba EMI, Tohokushinsha Film Corporation",Gonzo,Manga,"Drama, Military, Romance, School, Sci-Fi",7.18,81113,562,0.693,0,5,2,3,8.16,18
2133,Tokimeki Tonight,Medium,Bad,TV,34,"Oct 7, 1982 to Sep 22, 1983",Toho,Group TAC,Manga,"Comedy, Fantasy, Romance, Shoujo, Vampire",7.18,6546,35,0.535,0,4,7,4,7.44,38
2136,Arte,Medium,Bad,TV,12,"Apr 4, 2020 to Jun 20, 2020","MediaNet, Toei Video, KlockWorx, flying DOG, Nikkatsu, Asmik Ace, BS Fuji, NBCUniversal Entertainment Japan, Tokyo MX, Glovision, North Stars Pictures, RAY, Muse Communication",Seven Arcs,Manga,"Drama, Historical, Romance, Seinen, Slice of Life",7.18,71507,173,0.242,0,5,11,2,6.96,0
2145,Gingitsune,Medium,Bad,TV,12,"Oct 7, 2013 to Dec 23, 2013","TV Tokyo, Lantis, MediaNet, Pony Canyon, Movic, AT-X, KlockWorx, Glovision, Shueisha",Diomedea,Manga,"Seinen, Slice of Life, Supernatural",7.18,48379,91,0.188,0,17,18,4,7.22,7
2155,Karin,Medium,Bad,TV,24,"Nov 3, 2005 to May 11, 2006","WOWOW, Frontier Works, Kadokawa Shoten, Half H.P Studio",J.C.Staff,Manga,"Comedy, Romance, Vampire, School, Shounen",7.18,149957,857,0.571,0,4,20,4,6.9,15
2158,Mahoromatic: Motto Utsukushii Mono,Medium,Bad,TV,14,"Sep 26, 2002 to Jan 16, 2003",Pioneer LDC,"Gainax,       Shaft",Manga,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",7.18,28245,42,0.149,0,2,10,3,7.06,18
2161,Mikan Enikki,Medium,Bad,TV,30,"Oct 16, 1992 to Jun 18, 1993",,Nippon Animation,Manga,"Slice of Life, Comedy, Romance, Shoujo",7.18,2148,20,0.931,0,18,4,4,7.24,28
2162,Moonlight Mile 1st Season: Lift Off,Medium,Bad,TV,12,"Mar 4, 2007 to May 27, 2007",,Studio Hibari,Manga,"Adventure, Drama, Sci-Fi, Space",7.18,9019,18,0.2,0,3,5,1,6.97,13
2163,Ai Yori Aoshi: Enishi,Medium,Bad,TV,12,"Oct 13, 2003 to Dec 29, 2003","Geneon Universal Entertainment, Rondo Robe, Movic, Cosmic Ray",J.C.Staff,Manga,"Comedy, Drama, Harem, Romance, Slice of Life",7.17,50337,87,0.173,0,4,5,4,7.53,17
2164,Aoi Hana,Medium,Bad,TV,11,"Jul 2, 2009 to Sep 10, 2009","Fuji TV, Fujipacific Music",J.C.Staff,Manga,"Romance, Shoujo Ai, Slice of Life",7.17,75061,377,0.502,0,20,37,3,7.8,11
2167,Cat's Eye,Medium,Bad,TV,73,"Jul 11, 1983 to Jul 8, 1985",,Tokyo Movie Shinsha,Manga,"Action, Adventure, Comedy, Mystery, Romance",7.17,13810,55,0.398,0,1,3,3,7.63,37
2171,Cyborg 009 (1979),Medium,Bad,TV,50,"Mar 6, 1979 to Mar 25, 1980",,Toei Animation,Manga,"Action, Adventure, Mecha, Sci-Fi, Shounen",7.17,7007,24,0.343,0,1,3,1,7.61,41
2178,Gunslinger Girl: Il Teatrino,Medium,Bad,TV,13,"Jan 7, 2008 to Apr 1, 2008",Marvelous,Artland,Manga,"Action, Drama, Military, Sci-Fi",7.17,52505,120,0.229,0,1,5,1,8.09,12
2181,Hatenkou Yuugi,Medium,Bad,TV,10,"Jan 5, 2008 to Mar 8, 2008","Frontier Works, Sotsu",Studio Deen,Manga,"Adventure, Comedy, Drama, Romance, Fantasy, Josei",7.17,33186,192,0.579,0,3,4,1,7.64,12
2182,Highschool of the Dead,Medium,Bad,TV,12,"Jul 5, 2010 to Sep 20, 2010","Geneon Universal Entertainment, AT-X, Showgate",Madhouse,Manga,"Action, Horror, Supernatural, Ecchi, Shounen",7.17,1053601,9415,0.894,0,1,29,3,7.58,10
2184,Junketsu no Maria,Medium,Bad,TV,12,"Jan 11, 2015 to Mar 29, 2015","Bandai Visual, Lantis, Kodansha, I Will",Production I.G,Manga,"Comedy, Historical, Magic, Romance, Fantasy, Seinen",7.17,126064,218,0.173,0,4,11,1,7.01,5
2186,Kurokami The Animation,Medium,Bad,TV,23,"Jan 9, 2009 to Jun 19, 2009","Bandai Visual, TV Asahi, Square Enix",Sunrise,Manga,"Action, Super Power, Martial Arts, Seinen",7.17,104567,324,0.31,0,1,14,1,7.42,11
2190,Nanatsu no Taizai: Seisen no Shirushi,Medium,Bad,TV,4,"Aug 28, 2016 to Sep 18, 2016","Aniplex, Dentsu, Kodansha, Movic",A-1 Pictures,Manga,"Action, Adventure, Ecchi, Fantasy, Magic, Shounen, Supernatural",7.17,415853,693,0.167,0,1,3,3,7.57,4
2213,Toaru Kagaku no Accelerator,Medium,Bad,TV,12,"Jul 12, 2019 to Sep 27, 2019","Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa","J.C.Staff,       A.C.G.T.",Manga,"Super Power, Supernatural, Fantasy, School",7.16,134876,1038,0.77,0,14,19,3,7.25,1
2220,Yu☆Gi☆Oh!: Duel Monsters GX,Medium,Bad,TV,180,"Oct 6, 2004 to Mar 26, 2008","TV Tokyo, Toei Animation, Nihon Ad Systems",Gallop,Manga,"Action, Comedy, Fantasy, Game, Shounen",7.16,151198,1244,0.823,0,1,4,4,7.11,16
2232,Dr. Slump: Arale-chan,Medium,Bad,TV,243,"Apr 8, 1981 to Feb 19, 1986",Fuji TV,Toei Animation,Manga,"Sci-Fi, Slice of Life, Comedy, Shounen",7.16,10734,46,0.429,0,10,18,2,7.7,39
2241,Heya Camp△,Medium,Bad,TV,12,"Jan 6, 2020 to Mar 23, 2020","Sotsu, AT-X, KlockWorx, Houbunsha, MAGES., BS11, DeNA, FuRyu",C-Station,Manga,"Slice of Life, Comedy",7.16,58320,78,0.134,0,18,4,1,6.72,0
2242,Karneval (TV),Medium,Bad,TV,13,"Apr 4, 2013 to Jun 27, 2013","Bandai Visual, Lantis, Ichijinsha",Manglobe,Manga,"Action, Fantasy, Josei, Mystery, Sci-Fi",7.16,170893,1150,0.673,0,1,7,2,7.98,7
2243,Kenkou Zenrakei Suieibu Umishou,Medium,Bad,TV,13,"Jul 4, 2007 to Sep 26, 2007","Geneon Universal Entertainment, Marvelous, Pony Canyon, Pony Canyon Enterprise",Artland,Manga,"Comedy, Sports, Ecchi, School, Shounen",7.16,33737,88,0.261,0,4,23,3,7.3,13
2247,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,Medium,Bad,TV,13,"Oct 4, 2003 to Dec 27, 2003","Tokyo Movie Shinsha, RCC Chugoku Broadcasting, Toho, Tohokushinsha Film Corporation",TMS Entertainment,Novel,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",7.16,29749,113,0.38,0,7,11,4,7.05,17
2248,Lady Georgie,Medium,Bad,TV,45,"Apr 9, 1983 to Feb 25, 1984","TV Asahi, Asatsu DK",Tokyo Movie Shinsha,Manga,"Drama, Historical, Romance, Shoujo",7.16,7309,55,0.752,0,5,11,2,6.5,37
2249,Lodoss-tou Senki: Eiyuu Kishi Den,Medium,Bad,TV,27,"Apr 1, 1998 to Sep 30, 1998","Kadokawa Shoten, Yomiko Advertising, Marubeni",AIC,Novel,"Action, Adventure, Drama, Magic, Romance, Fantasy",7.16,24494,115,0.47,0,1,3,2,7.2,22
2253,Musashi no Ken,Medium,Bad,TV,72,"Apr 18, 1985 to Sep 26, 1986",,Eiken,Manga,"Sports, Shounen",7.16,1857,11,0.592,0,23,8,2,7.57,35
2258,Ai Yori Aoshi,Medium,Bad,TV,24,"Apr 11, 2002 to Sep 26, 2002","Movic, Fuji TV, Pioneer LDC, Cosmic Ray",J.C.Staff,Manga,"Harem, Slice of Life, Comedy, Drama, Romance",7.15,92375,453,0.49,0,39,18,2,7.53,18
2259,Aku no Hana,Medium,Bad,TV,13,"Apr 5, 2013 to Jun 30, 2013","Starchild Records, Animax, Kodansha, KlockWorx, GANSIS",Zexcs,Manga,"Psychological, Drama, Romance, School, Shounen",7.16,154858,2363,1.526,0,26,5,2,8.12,7
2260,Angolmois: Genkou Kassenki,Medium,Bad,TV,12,"Jul 11, 2018 to Sep 26, 2018",HOTZIPANG,NAZ,Manga,"Action, Drama, Historical, Military, Samurai",7.15,44858,88,0.196,0,1,5,3,6.87,2
2271,GA: Geijutsuka Art Design Class,Medium,Bad,TV,12,"Jul 7, 2009 to Sep 22, 2009","Houbunsha, Studio Jack",AIC Plus+,4-koma manga,"Slice of Life, Comedy, School, Seinen",7.15,17106,65,0.38,0,18,4,3,7.65,11
2274,Hokuto no Ken: Raoh Gaiden Ten no Haoh,Medium,Bad,TV,13,"Oct 3, 2008 to Dec 26, 2008","Showgate, Index",Satelight,Manga,"Action, Drama, Martial Arts",7.15,10100,28,0.277,0,1,5,4,8.11,12
