,Anime Title,Type,Score_reference2,Episodes,Aired,Producers,Studios,Source,Genres,Score,Members,Favorites,Fav%,Source_reference,genre_reference_1,genre_reference_2,Season
141,Grand Blue,TV,Good,12,"Jul 14, 2018 to Sep 29, 2018","Mainichi Broadcasting System, Kodansha, NBCUniversal Entertainment Japan, Avex Pictures, Q-Tec, JR East Marketing & Communications, GYAO!",Zero-G,Manga,"Slice of Life, Comedy, Seinen",8.41,364900,8139,2.23,0,18,4,3
149,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Good,13,"Oct 4, 2018 to Dec 27, 2018","Aniplex, Tokyo MX, Hakuhodo DY Music & Pictures, Nagoya Broadcasting Network, BS11, ABC Animation, Kadokawa",CloverWorks,Light novel,"Comedy, Romance, School, Supernatural",8.4,777060,24288,3.126,1,4,20,4
150,Shingeki no Kyojin Season 2,TV,Good,12,"Apr 1, 2017 to Jun 17, 2017","Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Wit Studio,Manga,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",8.4,1338018,14105,1.054,0,1,2,2
151,Banana Fish,TV,Good,24,"Jul 6, 2018 to Dec 21, 2018","Aniplex, Dentsu, Movic, Fuji TV, Shogakukan",MAPPA,Manga,"Action, Adventure, Drama, Shoujo",8.4,321530,11407,3.548,0,1,3,3
152,Boku no Hero Academia 2nd Season,TV,Good,25,"Apr 1, 2017 to Sep 30, 2017","Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Bones,Manga,"Action, Comedy, Super Power, School, Shounen",8.4,1424198,18067,1.269,0,1,4,2
155,Kingdom 2nd Season,TV,Good,39,"Jun 8, 2013 to Mar 2, 2014",NHK,Studio Pierrot,Manga,"Action, Military, Historical, Seinen",8.4,74898,680,0.908,0,1,2,2
156,Boku dake ga Inai Machi,TV,Good,12,"Jan 8, 2016 to Mar 25, 2016","Aniplex, Dentsu, Kadokawa Shoten, Fuji TV, DAX Production, Kyoraku Industrial Holdings, Kansai Telecasting, Lawson",A-1 Pictures,Manga,"Mystery, Psychological, Supernatural, Seinen",8.39,1223125,33936,2.775,0,15,26,1
159,Mahou Shoujo Madoka★Magica,TV,Good,12,"Jan 7, 2011 to Apr 22, 2011","Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Shaft,Original,"Psychological, Drama, Magic, Thriller",8.39,917393,45349,4.943,5,26,5,1
160,Tenkuu no Escaflowne,TV,Good,26,"Apr 2, 1996 to Sep 24, 1996","TV Tokyo, Bandai Visual",Sunrise,Original,"Adventure, Psychological, Romance, Fantasy, Mecha",7.7,123849,2065,1.667,5,3,26,2
161,Tsurezure Children,TV,Good,12,"Jul 4, 2017 to Sep 19, 2017","Nihon Ad Systems, Kodansha, Movic, KlockWorx, Sony Music Entertainment, King Records, BS11, Animatic, Marui Group",Studio Gokumi,4-koma manga,"Comedy, Romance, School, Shounen",7.7,438821,1963,0.447,0,4,20,3
162,Turn A Gundam,TV,Good,50,"Apr 9, 1999 to Apr 14, 2000","Sotsu, Fuji TV","Sunrise,       Nakamura Production",Original,"Action, Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha",7.7,34178,716,2.095,5,1,2,2
163,Akage no Anne,TV,Good,50,"Jan 7, 1979 to Dec 30, 1979",,Nippon Animation,Novel,"Drama, Historical, Slice of Life",7.7,20671,466,2.254,0,5,11,1
164,Aria the Animation,TV,Good,13,"Oct 6, 2005 to Dec 29, 2005","TV Tokyo, Shochiku, Mag Garden",Hal Film Maker,Manga,"Sci-Fi, Slice of Life, Fantasy, Shounen",7.7,123661,1835,1.484,0,10,18,4
168,Flip Flappers,TV,Good,13,"Oct 6, 2016 to Dec 29, 2016","Sotsu, Lantis, AT-X, GAGA, Happinet Pictures, BS Fuji, Tokyo MX, Hakuhodo DY Music & Pictures, Medicos Entertainment, Infinite, RAY",Studio 3Hz,Original,"Sci-Fi, Adventure, Comedy, Magic",7.7,150668,1900,1.261,5,10,3,4
169,Free!: Eternal Summer,TV,Good,13,"Jul 3, 2014 to Sep 25, 2014","Lantis, Iwatobi High School Swimming Club, Asahi Broadcasting","Kyoto Animation,       Animation Do",Original,"Slice of Life, Comedy, Sports, Drama, School",7.7,287410,2709,0.943,5,18,4,3
170,Fruits Basket,TV,Good,26,"Jul 5, 2001 to Dec 27, 2001","TV Tokyo, Nihon Ad Systems, King Records",Studio Deen,Manga,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",7.7,396843,9139,2.303,0,18,4,3
171,Go! Princess Precure,TV,Good,50,"Feb 1, 2015 to Jan 31, 2016",,Toei Animation,Original,"Action, Slice of Life, Comedy, Magic, Fantasy, School, Shoujo",7.7,11916,248,2.081,5,1,18,1
172,Junjou Romantica,TV,Good,12,"Apr 11, 2008 to Jun 27, 2008","Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",Studio Deen,Manga,"Comedy, Drama, Romance, Shounen Ai",7.7,192868,5078,2.633,0,4,5,2
174,Machikado Mazoku,TV,Good,12,"Jul 12, 2019 to Sep 27, 2019","Pony Canyon, TBS, Houbunsha, Medicos Entertainment, RAY",J.C.Staff,4-koma manga,"Slice of Life, Comedy, Magic",7.7,82798,610,0.737,0,18,4,3
175,Minami-ke,TV,Good,13,"Oct 8, 2007 to Dec 31, 2007","Starchild Records, Magic Capsule, Eye Move, Sunny Side Up",Daume,Manga,"Slice of Life, Comedy, School",7.7,147471,1161,0.787,0,18,4,4
176,Minami-ke Tadaima,TV,Good,13,"Jan 6, 2013 to Mar 31, 2013",,feel.,Manga,"Comedy, School, Slice of Life",7.7,47823,65,0.136,0,4,24,1
177,Mujin Wakusei Survive,TV,Good,52,"Oct 16, 2003 to Oct 28, 2004",,"Madhouse,       Telecom Animation Film",Original,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life",7.7,22094,243,1.1,5,1,3,4
178,Bishoujo Senshi Sailor Moon R,TV,Good,43,"Mar 6, 1993 to Mar 12, 1994",TV Asahi,Toei Animation,Manga,"Demons, Magic, Romance, Shoujo",7.69,114695,806,0.703,0,31,6,1
181,Crayon Shin-chan,TV,Good,Unknown,"Apr 13, 1992 to ?",TV Asahi,Shin-Ei Animation,Manga,"Slice of Life, Comedy, Ecchi, School, Seinen",7.69,53434,865,1.619,0,18,4,2
182,Doraemon (1979),TV,Good,1787,"Apr 2, 1979 to Mar 18, 2005","TV Asahi, Asatsu DK",Shin-Ei Animation,Manga,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",7.69,34477,348,1.009,0,3,4,2
184,Gakkou no Kaidan,TV,Good,19,"Oct 22, 2000 to Mar 25, 2001","Aniplex, Fuji TV",Studio Pierrot,Original,"Mystery, Horror, Supernatural",7.69,105284,1008,0.957,5,15,29,4
185,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,TV,Good,12,"Apr 3, 2018 to Jun 26, 2018",Shochiku,Production I.G,Novel,"Action, Drama, Military, Sci-Fi, Space",7.69,61079,271,0.444,0,1,5,2
189,Maria-sama ga Miteru: Haru,TV,Good,13,"Jul 4, 2004 to Sep 26, 2004",,Studio Deen,Light novel,"Drama, Romance, School, Shoujo, Shoujo Ai",7.69,21838,80,0.366,1,5,20,3
190,Mousou Dairinin,TV,Good,13,"Feb 3, 2004 to May 18, 2004","WOWOW, Asmik Ace, Tohokushinsha Film Corporation",Madhouse,Original,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",7.69,268149,3957,1.476,5,15,38,1
194,Poyopoyo Kansatsu Nikki,TV,Good,52,"Jan 8, 2012 to Dec 30, 2012","DAX Production, Dream Creation, Möbius Tone",Studio Deen,4-koma manga,"Slice of Life, Comedy, Seinen",7.69,18290,140,0.765,0,18,4,1
195,Princess Principal,TV,Good,12,"Jul 9, 2017 to Sep 24, 2017","Bandai Visual, Lantis, Movic, Tokyo MX, Q-Tec, Hakuhodo DY Music & Pictures, Medicos Entertainment","Actas,       Studio 3Hz",Original,"Action, Mystery, Historical",7.69,146839,2496,1.7,5,1,15,3
196,Servant x Service,TV,Good,13,"Jul 5, 2013 to Sep 27, 2013","Aniplex, Half H.P Studio, Asahi Broadcasting",A-1 Pictures,4-koma manga,"Comedy, Seinen, Slice of Life",7.69,164006,596,0.363,0,4,17,3
197,Shingeki no Bahamut: Genesis,TV,Good,12,"Oct 6, 2014 to Dec 29, 2014","NBCUniversal Entertainment Japan, Cygames",MAPPA,Card game,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",7.69,316918,1502,0.474,2,1,3,4
198,Soredemo Sekai wa Utsukushii,TV,Good,12,"Apr 6, 2014 to Jun 29, 2014","VAP, Hakusensha, Nippon Television Network",Studio Pierrot,Manga,"Adventure, Romance, Fantasy, Shoujo",7.69,217478,1771,0.814,0,3,20,2
200,Taiyou no Ko Esteban,TV,Good,39,"Jun 29, 1982 to Jun 7, 1983",DiC Entertainment,Studio Pierrot,Novel,"Adventure, Historical, Sci-Fi",7.69,9337,78,0.835,0,3,11,2
201,Urusei Yatsura,TV,Good,195,"Oct 14, 1981 to Mar 19, 1986","Kitty Films, Fuji TV","Studio Pierrot,       Studio Deen",Manga,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",7.69,54313,811,1.493,0,1,10,4
207,Runway de Waratte,TV,Good,12,"Jan 11, 2020 to Mar 28, 2020","Mainichi Broadcasting System, Kodansha, DMM pictures",Ezόla,Manga,"Slice of Life, Drama, School, Shounen",7.68,72930,258,0.354,0,18,5,1
208,Shoukoujo Sara,TV,Good,46,"Jan 6, 1985 to Dec 29, 1985",,Nippon Animation,Novel,"Slice of Life, Historical, Drama, Shoujo",7.68,14711,76,0.517,0,18,11,1
210,Sword Art Online: Alicization - War of Underworld,TV,Good,12,"Oct 13, 2019 to Dec 29, 2019","Aniplex, Bandai Namco Entertainment, Egg Firm, Straight Edge, Kadokawa, Sonilude",A-1 Pictures,Light novel,"Action, Game, Adventure, Romance, Fantasy",7.68,361595,4064,1.124,1,1,16,4
214,Utawarerumono,TV,Good,26,"Apr 4, 2006 to Sep 26, 2006","Lantis, Half H.P Studio, AQUAPLUS",OLM,Visual novel,"Action, Drama, Fantasy, Sci-Fi",7.68,136730,1110,0.812,1,1,5,2
215,Yamada-kun to 7-nin no Majo (TV),TV,Good,12,"Apr 12, 2015 to Jun 28, 2015","Dentsu, Frontier Works, Kodansha, Rakuonsha, Ultra Super Pictures, Memory-Tech, Daiichikosho, Lawson HMV Entertainment, Amuse, Animatic, A-Sketch",LIDENFILMS,Manga,"Harem, Mystery, Comedy, Supernatural, Romance, School, Shounen",7.68,523069,3346,0.64,0,39,15,2
216,ACCA: 13-ku Kansatsu-ka,TV,Good,12,"Jan 10, 2017 to Mar 28, 2017","Bandai Visual, Square Enix, Lantis, Nihon Ad Systems, Banpresto, Medicos Entertainment, BS11, Sony PCL, Contents Seed",Madhouse,Manga,"Mystery, Police, Drama, Fantasy, Seinen",7.68,115868,1002,0.865,0,15,30,1
217,Ao Haru Ride,TV,Good,12,"Jul 8, 2014 to Sep 23, 2014","Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha, BS11, Animatic, Hakuhodo DY Media Partners, Sony PCL",Production I.G,Manga,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",7.68,534854,6656,1.244,0,4,5,3
218,Bishoujo Senshi Sailor Moon,TV,Good,46,"Mar 7, 1992 to Feb 27, 1993",TV Asahi,Toei Animation,Manga,"Demons, Magic, Romance, Shoujo",7.68,258402,8748,3.385,0,31,6,1
224,Kidou Keisatsu Patlabor: On Television,TV,Good,47,"Oct 11, 1989 to Sep 26, 1990",Tohokushinsha Film Corporation,Sunrise,Original,"Comedy, Mecha, Police, Sci-Fi",7.68,27698,347,1.253,5,4,22,4
225,Kindaichi Shounen no Jikenbo Returns 2nd Season,TV,Good,22,"Oct 3, 2015 to Mar 26, 2016",Yomiuri Telecasting,Toei Animation,Manga,"Mystery, Shounen",7.68,8134,28,0.344,0,15,8,4
230,3D Kanojo: Real Girl 2nd Season,TV,Good,12,"Jan 9, 2019 to Mar 27, 2019","VAP, DeNA",Hoods Entertainment,Manga,"Romance, School, Shoujo",7.67,94159,713,0.757,0,20,24,1
231,AKB0048: Next Stage,TV,Good,13,"Jan 6, 2013 to Mar 31, 2013",Starchild Records,Satelight,Original,"Music, Sci-Fi",7.67,31438,336,1.069,5,28,10,1
232,Blood+,TV,Good,50,"Oct 8, 2005 to Sep 23, 2006","Aniplex, Mainichi Broadcasting System",Production I.G,Original,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",7.67,308674,4549,1.474,5,1,2,4
233,Bokura no,TV,Good,24,"Apr 9, 2007 to Sep 25, 2007",Sotsu Music Publishing,Gonzo,Manga,"Sci-Fi, Psychological, Drama, Mecha, Seinen",7.67,141097,1052,0.746,0,10,26,2
236,Cardcaptor Sakura: Clear Card-hen,TV,Good,22,"Jan 7, 2018 to Jun 10, 2018","NHK, Kodansha, NHK Enterprises",Madhouse,Manga,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",7.67,87851,2084,2.372,0,3,4,1
238,Chrno Crusade,TV,Good,24,"Nov 25, 2003 to Jun 10, 2004","Lantis, Kadokawa Shoten, Fuji TV",Gonzo,Manga,"Action, Demons, Historical, Romance, Shounen, Supernatural",7.67,194003,2037,1.05,0,1,31,4
239,Daa! Daa! Daa!,TV,Good,78,"Mar 28, 2000 to Feb 26, 2002",,J.C.Staff,Manga,"Comedy, Sci-Fi, Shoujo",7.67,19430,253,1.302,0,4,10,1
240,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,TV,Good,13,"Apr 4, 2015 to Jun 27, 2015","Genco, Movic, Warner Bros. Japan, KlockWorx, SoftBank Creative, Showgate, MAGES., FuRyu",J.C.Staff,Light novel,"Action, Adventure, Comedy, Romance, Fantasy",7.67,989015,9730,0.984,1,1,3,2
241,Eikoku Koi Monogatari Emma,TV,Good,12,"Apr 3, 2005 to Jun 19, 2005","Pony Canyon, TBS, Toshiba Entertainment, Fuji Creative",Studio Pierrot,Manga,"Slice of Life, Historical, Drama, Romance, Seinen",7.67,41590,252,0.606,0,18,11,2
242,Genshiken,TV,Good,12,"Oct 10, 2004 to Dec 26, 2004","Genco, Lantis, Kids Station, Toshiba Entertainment",Palm Studio,Manga,"Slice of Life, Comedy, Parody",7.67,146875,1305,0.889,0,18,4,4
243,Hakkenden: Touhou Hakken Ibun 2nd Season,TV,Good,13,"Jul 7, 2013 to Sep 29, 2013","Bandai Visual, Frontier Works, Lantis, Movic, DAX Production, Sony PCL",Studio Deen,Manga,"Action, Demons, Supernatural, Fantasy, Shoujo",7.67,52038,216,0.415,0,1,31,3
244,Hataraku Saibou (TV),TV,Good,13,"Jul 8, 2018 to Sep 30, 2018","Aniplex, Kodansha, Magic Capsule",David Production,Manga,"Comedy, Shounen",7.67,374282,1667,0.445,0,4,8,3
245,Ichigo Mashimaro,TV,Good,12,"Jul 15, 2005 to Oct 14, 2005","TBS, Movic",Daume,4-koma manga,"Slice of Life, Comedy",7.67,69237,753,1.088,0,18,4,3
246,"Ima, Soko ni Iru Boku",TV,Good,13,"Oct 14, 1999 to Jan 20, 2000","Victor Entertainment, Pioneer LDC, Rakuonsha",AIC,Original,"Adventure, Drama, Fantasy, Military, Sci-Fi",7.67,104004,987,0.949,5,3,5,4
249,Lupin III,TV,Good,23,"Oct 24, 1971 to Mar 26, 1972","TMS Entertainment, Group TAC",Tokyo Movie Shinsha,Manga,"Action, Adventure, Mystery, Comedy, Seinen",7.67,70249,778,1.107,0,1,3,4
250,Mahouka Koukou no Rettousei: Raihousha-hen,TV,Good,13,"Oct 4, 2020 to ?","Aniplex, Square Enix, Movic, Studio Mausu, Straight Edge, Kadokawa",8bit,Light novel,"Action, Sci-Fi, Supernatural, Magic, Romance, School",7.67,141945,840,0.592,1,1,10,4
251,Nisekoi,TV,Good,20,"Jan 11, 2014 to May 24, 2014","Aniplex, Mainichi Broadcasting System, Shueisha",Shaft,Manga,"Harem, Comedy, Romance, School, Shounen",7.67,792392,12282,1.55,0,39,4,1
252,Nurarihyon no Mago,TV,Good,24,"Jul 6, 2010 to Dec 21, 2010","Yomiuri Telecasting, Yomiko Advertising, Pony Canyon, Toho, Shueisha, BS11, Hakuhodo DY Media Partners, Imagine",Studio Deen,Manga,"Action, Demons, Shounen, Supernatural",7.67,214244,1313,0.613,0,1,31,3
257,Romeo x Juliet,TV,Good,24,"Apr 5, 2007 to Sep 26, 2007","GDH, Kadokawa Shoten, CBC, SKY Perfect Well Think, Happinet Pictures, Sotsu Music Publishing",Gonzo,Book,"Drama, Fantasy, Historical, Romance",7.67,149378,1227,0.821,1,5,7,2
262,Owari no Seraph: Nagoya Kessen-hen,TV,Good,12,"Oct 10, 2015 to Dec 26, 2015","NBCUniversal Entertainment Japan, Shueisha",Wit Studio,Manga,"Action, Military, Supernatural, Drama, Vampire, Shounen",7.66,490352,2341,0.477,0,1,2,4
263,Rozen Maiden: Träumend,TV,Good,12,"Oct 21, 2005 to Jan 27, 2006","Mellow Head, TBS",Nomad,Manga,"Action, Comedy, Drama, Magic, Seinen",7.66,92077,513,0.557,0,1,4,4
264,Tegamibachi,TV,Good,25,"Oct 3, 2009 to Mar 27, 2010",TV Tokyo,Studio Pierrot,Manga,"Adventure, Supernatural, Fantasy, Shounen",7.66,101112,771,0.763,0,3,19,4
266,Ani ni Tsukeru Kusuri wa Nai! 3,TV,Good,12,"Oct 7, 2019 to Dec 23, 2019",,"Fanworks,       Imagineer",Web manga,"Slice of Life, Comedy, School",7.66,18461,34,0.184,0,18,4,4
269,Full Metal Panic!,TV,Good,24,"Jan 8, 2002 to Jun 18, 2002",Kadokawa Shoten,Gonzo,Light novel,"Action, Military, Sci-Fi, Comedy, Mecha",7.66,398935,4358,1.092,1,1,2,1
270,Gakuen Alice,TV,Good,26,"Oct 30, 2004 to May 14, 2005","Aniplex, Sogo Vision",Group TAC,Manga,"Comedy, School, Shoujo, Super Power",7.66,78453,1569,2.0,0,4,24,4
275,Kekkai Sensen,TV,Good,12,"Apr 5, 2015 to Oct 4, 2015","Nihon Ad Systems, Mainichi Broadcasting System, TOHO animation, Shueisha, Toy's Factory, Sony PCL",Bones,Manga,"Action, Comedy, Super Power, Supernatural, Vampire, Fantasy, Shounen",7.66,584500,5710,0.977,0,1,4,2
279,Chibi Maruko-chan,TV,Good,142,"Jan 7, 1990 to Sep 27, 1992",Fuji TV,Nippon Animation,Manga,"Comedy, Slice of Life, Shoujo",7.65,8858,87,0.982,0,4,18,1
280,Demi-chan wa Kataritai,TV,Good,12,"Jan 8, 2017 to Mar 26, 2017","Aniplex, Kodansha, Kanetsu Investment",A-1 Pictures,Manga,"Comedy, Vampire, Fantasy, School, Seinen",7.65,300710,1269,0.422,0,4,21,1
281,Dragon Quest: Dai no Daibouken (TV),TV,Good,46,"Oct 17, 1991 to Sep 24, 1992",,Toei Animation,Manga,"Adventure, Comedy, Demons, Magic, Martial Arts, Fantasy, Shounen",7.65,17551,105,0.598,0,3,4,4
282,Fushigi Yuugi,TV,Good,52,"Apr 6, 1995 to Mar 28, 1996","TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon",Studio Pierrot,Manga,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo",7.65,93483,2229,2.384,0,3,7,2
283,Hakumei to Mikochi,TV,Good,12,"Jan 12, 2018 to Mar 30, 2018","Lantis, AT-X, Sony Music Communications, Kadokawa Media House, Kadokawa",Lerche,Manga,"Fantasy, Seinen, Slice of Life",7.65,45699,234,0.512,0,7,17,1
286,Jigoku Shoujo,TV,Good,26,"Oct 5, 2005 to Apr 5, 2006","Aniplex, SKY Perfect Well Think",Studio Deen,Original,"Mystery, Horror, Psychological, Supernatural",7.65,276391,3223,1.166,5,15,29,4
287,Jigoku Shoujo Mitsuganae,TV,Good,26,"Oct 4, 2008 to Apr 4, 2009","Aniplex, Tokyo MX",Studio Deen,Original,"Mystery, Psychological, Supernatural",7.65,86305,317,0.367,5,15,26,4
288,K: Return of Kings,TV,Good,13,"Oct 3, 2015 to Dec 26, 2015","Starchild Records, Mainichi Broadcasting System, Studio Tulip, Glovision",GoHands,Original,"Action, Super Power, Supernatural",7.65,242317,1119,0.462,5,1,14,4
293,Mahou Shoujo Lyrical Nanoha StrikerS,TV,Good,26,"Apr 2, 2007 to Sep 24, 2007","Geneon Universal Entertainment, A-Line, King Records",Seven Arcs,Original,"Action, Magic, Comedy, Super Power, Drama",7.65,46496,604,1.299,5,1,6,2
294,Pokemon XY&Z,TV,Good,47,"Oct 29, 2015 to Oct 27, 2016",,OLM,Game,"Action, Adventure, Comedy, Kids, Fantasy",7.65,70510,635,0.901,2,1,3,4
295,Radiant 2nd Season,TV,Good,21,"Oct 2, 2019 to Feb 26, 2020",NHK Enterprises,Lerche,Other,"Action, Adventure, Magic, Fantasy",7.65,60180,166,0.276,3,1,3,4
299,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,TV,Good,6,"Oct 7, 2017 to Nov 11, 2017","Dentsu, Mainichi Broadcasting System, Pony Canyon, Movic, KlockWorx, Kadokawa",Studio Gokumi,Light novel,"Slice of Life, Drama, Magic, Fantasy",7.65,31821,150,0.471,1,18,5,4
300,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,TV,Good,6,"Nov 25, 2017 to Jan 6, 2018","Dentsu, Mainichi Broadcasting System, Pony Canyon, Movic, KlockWorx, Kadokawa",Studio Gokumi,Original,"Drama, Fantasy, Magic, Slice of Life",7.65,29120,191,0.656,5,5,7,4
303,The iDOLM@STER,TV,Good,25,"Jul 8, 2011 to Dec 23, 2011","Aniplex, TBS, Nippon Columbia, Bandai Namco Entertainment",A-1 Pictures,Game,"Music, Comedy, Drama",7.64,126861,1559,1.229,2,28,4,3
304,Aggressive Retsuko,TV,Good,100,"Apr 2, 2016 to Mar 31, 2018",Sanrio,Fanworks,Other,"Music, Slice of Life, Comedy",7.64,64414,365,0.567,3,28,18,2
306,Chuuka Ichiban!,TV,Good,52,"Apr 27, 1997 to Sep 13, 1998",,Nippon Animation,Manga,"Action, Comedy, Drama, Shounen",7.64,14697,103,0.701,0,1,4,2
309,Fune wo Amu,TV,Good,11,"Oct 14, 2016 to Dec 23, 2016","Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting, Kobunsha",Zexcs,Novel,"Slice of Life, Drama, Romance",7.64,80356,303,0.377,0,18,5,4
310,Ga-Rei: Zero,TV,Good,12,"Oct 6, 2008 to Dec 22, 2008","Lantis, Kadokawa Shoten, Rakuonsha, Kadokawa Pictures Japan, KlockWorx","AIC Spirits,       Asread",Manga,"Action, Super Power, Supernatural, Thriller",7.64,201379,3302,1.64,0,1,14,4
311,Gakkougurashi!,TV,Good,12,"Jul 9, 2015 to Sep 24, 2015","Sotsu, Nitroplus, NBCUniversal Entertainment Japan",Lerche,Manga,"Slice of Life, Psychological, School, Horror, Mystery",7.64,322616,4207,1.304,0,18,26,3
314,Kekkaishi (TV),TV,Good,52,"Oct 16, 2006 to Feb 5, 2008","Yomiuri Telecasting, Tohokushinsha Film Corporation",Sunrise,Manga,"Action, Adventure, Comedy, Demons, Supernatural, Shounen",7.64,90059,576,0.64,0,1,3,4
318,Digimon Tamers,TV,Good,51,"Apr 1, 2001 to Mar 31, 2002","Yomiko Advertising, Fuji TV",Toei Animation,Original,"Adventure, Comedy, Drama, Fantasy, Shounen",7.63,153897,1599,1.039,5,3,4,2
320,Hakuouki Hekketsuroku,TV,Good,10,"Oct 4, 2010 to Dec 6, 2010",,Studio Deen,Visual novel,"Action, Drama, Historical, Josei, Samurai, Supernatural",7.63,72455,543,0.749,1,1,5,4
323,Log Horizon 2nd Season,TV,Good,25,"Oct 4, 2014 to Mar 28, 2015",NHK,Studio Deen,Light novel,"Action, Game, Adventure, Magic, Fantasy",7.63,453764,1424,0.314,1,1,16,4
324,Mahoujin Guruguru,TV,Good,45,"Oct 13, 1994 to Sep 14, 1995","Dentsu, Asahi Broadcasting",Nippon Animation,Manga,"Adventure, Comedy, Magic, Fantasy, Shounen",7.63,8533,62,0.727,0,3,4,4
325,Majin Tantei Nougami Neuro,TV,Good,25,"Oct 3, 2007 to Mar 26, 2008","VAP, Shueisha",Madhouse,Manga,"Mystery, Comedy, Demons, Supernatural, Shounen",7.63,58131,589,1.013,0,15,4,4
326,Master Keaton,TV,Good,24,"Oct 6, 1998 to Mar 29, 1999","VAP, Shogakukan-Shueisha Productions",Madhouse,Manga,"Adventure, Drama, Historical, Mystery, Seinen, Slice of Life",7.63,18175,94,0.517,0,3,5,4
328,New Game!,TV,Good,12,"Jul 4, 2016 to Sep 19, 2016","Frontier Works, Kadokawa Shoten, Movic, AT-X, Delfi Sound, Sony Music Communications, Houbunsha, MAGES., Lawson",Doga Kobo,4-koma manga,"Game, Slice of Life, Comedy",7.63,316528,2468,0.78,0,16,18,3
329,Noein: Mou Hitori no Kimi e,TV,Good,24,"Oct 12, 2005 to Mar 29, 2006","Lantis, Media Factory, Rikuentai, Toshiba Entertainment, Bandai Channel",Satelight,Original,"Adventure, Drama, Sci-Fi, Slice of Life",7.63,76910,746,0.97,5,3,5,4
333,Senjou no Valkyria,TV,Good,26,"Apr 5, 2009 to Sep 27, 2009","Aniplex, Sega, Sakura Create",A-1 Pictures,Game,"Action, Military, Romance",7.63,113825,637,0.56,2,1,2,2
335,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,TV,Good,13,"Oct 3, 2015 to Dec 26, 2015","Starchild Records, Mainichi Broadcasting System","Xebec,       I.Gzwei",Original,"Action, Drama, Mecha, Military, Sci-Fi",7.63,12035,78,0.648,5,1,5,4
337,Toaru Majutsu no Index II,TV,Good,24,"Oct 8, 2010 to Apr 1, 2011","Geneon Universal Entertainment, Square Enix, AT-X, ASCII Media Works, Delfi Sound",J.C.Staff,Light novel,"Action, Magic, Sci-Fi, Super Power",7.63,346684,2392,0.69,1,1,6,4
338,Trapp Ikka Monogatari,TV,Good,40,"Jan 13, 1991 to Dec 28, 1991",Fuji TV,Nippon Animation,Unknown,"Drama, Historical, Music, Romance",7.63,5665,19,0.335,3,5,11,1
